text,Sentiment,Label,tweet_ids,Count,0,1,2
"Comelec bakit ang desisyon sa dec22 pa magpapasko? Para ano ha, para busy mga tao? Kala nyo di nila mahaharap magrally pag ginipit nyo si BBM? Umayos kayo! Baka gusto nyong jan na kau magpasko sa loob ng office nyo ng walang labasan!",Negative,Hate,['1470908110995095552'],,,,
"@mightymagulang Alam ko po d ito related sa campaign ni mam Leni.. Pero wala po ako masangunian iba
Mam isa po sa tatakbo dito sa local na pamahalaan namin ay anak ng 1st degree cousin ng akin ina. Bilang guro po kaya maari po ako umakto sa election maraming slamat po kung ako masasagot ninyo",Neutral,Non-hate,['1471711064433717248'],,,,
"@xxxSUCKERRR @jedqcepe The problem with you, leni supporters kapag binigyan kayo ng articles about the current admin’s works, sasabihin nyo trabaho nila yan. Pero kapag palpak, grabe nyo sirain. How I wish Leni wins this election. Tapos balikan natin tong tweet mo.",Negative,Hate,['1472462266994163713'],,,,
"Ang tigas ng mukha ng Comelec guato talaga nila mamuno si BBM, eh yung samahan ng nurses hinde ni pinasa tapos ang anak ng magnanakaw pati nantax evader pwede pa rin isali sa kandidatura. nyeta kayo Comelec ang pinapakain nyo  pamilya galing sa tax payer hinde sa ayaw pay ng tax https://t.co/VOTLMmeOmD",Negative,Hate,['1472107454368731138'],,,,
"PETITIONERS NA GIGIL NA GIGIL KAY BBM, NAKATIKIM NA NAMAN SA COMELEC; BO... https://t.co/iErrArm23b via @YouTube",Negative,Hate,['1470640020641910788'],,,,
"@LakasNgTimog Leni Robredo won as VP last Election 2016 because of Election fraud by COMELEC &amp; Smartmatic. Chairman Andres ""Andy""  Bautista is hiding in the USA to avoid criminal charges. Dagdag bawas sa mga boto ng kandidato. Dayaan lang ang paraan Nina Leni/Kiko para manalo sa 2022",Negative,Hate,['1473863780350427136'],,,,
Ito yung politikong nagiging Anak ng Cavite bigla pag election. 😂 https://t.co/HPPlQQgTPT,Negative,Hate,['1476428445198729220'],,,,
@GloriaTugna1 @maltiq remember talo ang bbm nyo sa pagka vp.ang bumoto kay robredo intact pa at kitang kita naman ang daming nataohan sa sa pagboto kay dutertemonyo.kitakitakitz sa araw ng election.,Negative,Hate,['1474152934871289857'],,,,
@ilda_talk Hayaan nyo na lang sila dahil huling baraha na nila si FAKE VP leni... at huling pagkakataon na lang din na mapaguusapan ang pinklawan. After election 2022 parang mga alikabok na lang ang mga yan na hindi na pinapansin. 😎,Negative,Hate,['1474141912558931973'],,,,
"Ang solid ng mga Leni supporters dto sa ‘min. Palaging nagbibigay ng pink na lugaw at puto pagkatapos ng Misa De Gallo. 

#LeniKiko2022 
#Kakampinks 
#MisaDeGallo 

PS: not voter for the incoming election 2022.",Positive,Non-hate,['1473843499422613507'],,,,
"LENI tayo sa susunod na halalan, wag na natin balikan pa ang administrasyon ng mga trapo na nag ttake ng time ipa stamp ang pangalan sa ""donation"" na bigas

38Buwan KangKYLEsama FRANCINE",Positive,Non-hate,['1474205487222882306'],,,,
sge na kayo na magaling and my work etc whatever   boboto parin pagdating ng eleksyon yan mga nilalait nyu and   guess what those people will never vote for leni so cry about it loser Bitch !!! https://t.co/BYStuQtZK1,Negative,Hate,['1471386785393803266'],,,,
"putangina kung manalo si BBM this coming election, grabe na talaga...🙂🙂🙂",Negative,Hate,['1471297961573629952'],,,,
@Vagnarok1 Abangan ko ito sa pagkatapos ng election at sampalin ko ng durian itong nag tweet na ito. Isama ko siya kay Leni derecho sa inidoro,Negative,Hate,['1472785075670446086'],,,,
"Paano yan ibinasura na mga pahabol nyo sa Comelec, wawa man kayo 😜
Kahit anong gawin nyo si BBM at Sara  ang mahahalal sa 2022 🙏
#BBMIsMyPresident2022 
#BBMSARA2022
#UniteamMarcosSara 
✌️❤️💚👊🇵🇭🇵🇭🇵🇭",Negative,Hate,['1470748259542962177'],,,,
@hwazakayaaa wish ko manalo si leni sa halalan next year. president leni = mas maayos na buhay for us,Positive,Non-hate,['1474450055990214656'],,,,
"@sejoalzir Yan Ang totoong me malasakit sa Taong bayan, noon pa man sa dami ng bagyong dumaan si Leni laging Handa at tumutulong. Hindi tulad ng iba Ngayon lang dahil election! Real talk!",Positive,Non-hate,['1473148519993454594'],,,,
Don’t let fake news cloud your mind na ginagawa lang naman ni VP Leni yung pagtulong dahil election. No! I witness her willingness to help lalo na yung nagkaroon ng massive flood sa Cagayan. VP Leni is there purely to help! https://t.co/LgcZT7nNXY,Positive,Non-hate,['1472344132647469057'],,,,
So kinukundisyon na ng mga tabogo ang taumbayan na kapag matalo si Makoy kay VP Leni sa 2022 eh kagagawan ng Smartmatic. So talagang inutil ang turing niyo kay Duterte noh? Puro taga-Mindanao na ang majority ng COMELEC commissioners. Nasa inyo na nga ang advantage mga ulol!,Negative,Hate,['1473567504656367616'],,,,
@jcpunongbayan Eleksyon is near na kasi takot mapalitan sa pwesto. What a shame just lick in their ass. 🤣🤣🤣 https://t.co/FEw0iSxAiC,Negative,Hate,['1475486014047416325'],,,,
"Eww. So utang na loob pa ng mga nasalanta ang pagtulong ninyo? In the name of Eleksyon!
#NeverAgain to Dilawan
Leni Robredo Kris Aquino iisang budhi https://t.co/qRR1wF3k3z",Negative,Hate,['1473668823035252739'],,,,
@inquirerdotnet Sure win kasi si bbm kaya last option disqualification haha. Cgurado ako aabot ng 30million ang boto ni bbm sa election dahil marami kami solid bbm.,Positive,Non-hate,['1473456294183206915'],,,,
"@bamaquino Wish ko po manalo sina Vp Leni and Sen Kiko this coming election 🎀
Sana gumaling na din ang nanay ko sa sakit nyang cancer.  🙏
Lastly, sana matapps na ang pandemya. 💪",Positive,Non-hate,['1471170514148560897'],,,,
@SexymhieQ @Reyn63019970 @SherylMountain @PinoyAkoBlog paulit ulit ka sa photo na yan. make sure na bayad ka sa kabobohan mo kase kung hindi ang hirap naman yata magpakatanga for free.kung may problema ka sa pagkapanalo si VP Leni dumulog ka sa korte kase si LBM tinanggap na at tatanggapin nyang talunan sya uli ngayong 2022 election,Negative,Hate,['1472033796761714696'],,,,
@isabelmerana at hindi din si Leni ang nanay namin.lalong lalo na hindi nanalo si Leni  ng patas noong 2016 election.,Negative,Hate,['1474630087740116993'],,,,
Haalp. Tumawa ako noong tinanong paano maiiwasan ang DOE yung mga brownout sa election tapos sabi nung guest na lawyer lang daw siya ni Cusi,Positive,Non-hate,['1468421908970741760'],,,,
"Ka inis tong @COMELEC, malapit na matapos ang taon wla pa ang mga official list of candidates! Anak ng poocha... #Halalan2022. https://t.co/Pz51VAjh6N",Negative,Hate,['1472965098671013889'],,,,
@shihtzuyam @ninabeIlatrix yan sinasabi nung isang vlogger na ingat sa pagboto laging tandaan ung no. ni bbm sa balota kasi dyan tayo lilituhin ng comelec..,Negative,Hate,['1474511448353042434'],,,,
"so my cousin asked me about election

""hulaan ko leni boboto mo no?""

me: oo bakit? bbm ka?

""oo eh. sabi ko na eh. mga matatalino, maka leni eh""

so inaamin mo bang bobo mga boboto kay bbm HAHAHAAHAHAHAHHAHA tru naman",Negative,Hate,['1470747239924469764'],,,,
"Ito ang pahayag ng ating mahal na BBM sa panayam sa DWIZ na walang makakapigil sa kanyang kandidatura sa pagka-Pangulo sa Eleksyon 2022 at sa pagseserbisyo sa publiko sa kabila ng kaliwa't kanang pambabatikos sa kanya.

#Eleksyon2022
#BBMSARA2022 https://t.co/QlvrMtdwfZ",Neutral,Non-hate,['1472381739284987908'],,,,
"@LakasNgTimog Actually no. Yolanda happened in November and tho BBM was senator then, siya lang nakita kong national government na tumulong talaga sa victims. Our president, then Davao Mayor, DU30 was more president than the president. Tapos na election noon kaya nga cguro deadma mga pulitiko.",Negative,Hate,['1473684938289725442'],,,,
@MargarethMiche6 @14evys @iamnobodyii Kung leadership lang rin naman ang usapan bagsak na BBM mo. Graduate ng economic vs. College dropout? LOL matagal ng may plans si VP Leni ayaw niyo lamg tanggapin. Eh si BBM anong plano? Susulpot lang naman yan pag election. MAS DI PWEDE ANG SINGUNGALING MAGING PRESIDENT. TANGA.,Negative,Hate,['1472969550308470784'],,,,
sobrang fishy lang na nakalusot yung obvious naman na nuisance na isang marcos tapos si parlade hindi. Pinoprotekhanan ata ng comelec si Leni baka masunog ni parlade sa debate. https://t.co/lw8XnlJEw0,Negative,Hate,['1474641881321525250'],,,,
@BLACKNHEY1122bu @RousShirdelau @Mel_Chor2021 Nagtatago? Bakit matatakot kung totoo sinasabi Im sure proprotektahan ni Duterte yan. Mahirap talagang ipaliwanag na may dayaang nangyari kaya nga di nanalo yung protest ni BBM sa comelec kasi di mapatunayan.,Negative,Hate,['1472114780441776130'],,,,
"Eh mga gago pala yan, snap election nalang oh! Kasa kayo? Kung si BBM kakalap ng pirma kontra jan tyak aabutin ng milyon ang signatures! Mga tanga 😂 15k lang? 😂 laki na yarn? 😂 Ano na @COMELEC di makapag decide sa mga basura? Hintay muna bayad ganon?",Negative,Hate,['1471024694761787396'],,,,
@vew_amz @PhilippineStar Hindi ako sarado hahaha nagaanalisa ako kung sino ba dapat.kung di xa tatakbo bka manee or lacson ako kung no choice.bansang pilipinas nakataya sa eleksyon kung tataya ka sa walang kredibilidad at piro pang uuto lang saan pupunta ang pinas?sinuka na ng taong bayan yan🤣🤣🤣🤣,Negative,Hate,['1474012797281386496'],,,,
"@jarleneenriquez Totoo yan hahahaha! Si BBM walang ginawa over the last 5 years kundi ngumawa na dinaya daw siya nung election. Habang iyak siya ng iyak na dinaya kuno siya, si Leni nagtatrabaho lang 😂 tapos ngayon paparamdam si BBM dahil tatakbong presidente HAHAHAHAHA. Ulol 😂",Negative,Hate,['1473066389606854658'],,,,
@RPerjoles Iyak n lng...kahit anong gawin ng mga uto utong kakapink na lugaw na dating dilaw na may sayad na boba talo pa rin kayo..kakawa mahahalatang natulog lang kami las election nanalo na si lugaw..🤣🤣🤣🤣🤣🤭,Negative,Hate,['1475235189895106560'],,,,
@kylegamboaa Kc mag election na bbm at Sarah kami No to leni no to pink fake leni,Negative,Hate,['1471690520892108802'],,,,
"@votewisely_2022 @happy_boyle @inquirerdotnet oh sino ba presidente noong sumiklab ang edsa, dami galit na mga pilipino sa mga dilawan kaya nga walang nanalo kahit isa sa otso direstso last election kahit si bam aquino hndi na nanalo",Negative,Hate,['1470578863520419842'],,,,
"Yung mga PRO LENI galit na galit sasabhin yung kalaban daw panay paninira sa knila... Kaya daw dapat LENI iboto...

Kako karapatan ng taong bayan sino mga manok nila. Sa eleksyon hndi yung tang ina mamimilit kayo.",Negative,Hate,['1470378981841313794'],,,,
@lenirobredo Well kahit naman wala pang eleksyon sa mga ganitong kalamidad nakikita na pangunguna sa pagtulong ni VP Leni. Tunay na makamasa hindi kaplastikan na sasakay pa ng sosyal na private transpo papicture lang naman ang ganap. Woman shrugging #TrustLENI2022,Positive,Non-hate,['1471887178930135042'],,,,
"@rowena_guanzon @COMELEC idk pero the fact na mas marami pa yung kaso ni bbm kesa sa mga ""nagawa"" nya speaks a lot. enough reason to disqualify him #DisqualifyMarcos",Negative,Hate,['1473226816605155331'],,,,
@rotciv147 @manilabulletin @MB_RAntonio wow dami trolls...consistent po si vp leni sa pagpunta sa kahat ng nasakanta ng bagyo...di lang pag election...coordination po ang tawag dyan sa ginagawa nya,Positive,Non-hate,['1472757856826892292'],,,,
"@my_monica88 @bongbongmarcos Sobrang tanga naman nitong Lito Atienza, o nagtatanga-tangahan lamang upang siraan si BBM. Hayyst election nga talaga ayanna mga kalaban. Hahaha",Negative,Hate,['1471952498416308226'],,,,
@NeatTwits @inquirerdotnet Gagu ung NANAY Leni NINYO nagpakain Ng Lugaw Kasi Eleksyon.CRA ULO KAU DAMI NYONG ALAM .PURO KAU LUTANG,Negative,Hate,['1472460142986022914'],,,,
laaah sya bat ba galit na galit to? 😱 huy comelec be neutral ha! we want a clean election  may edsa 3.0 talagang magaganap wag nyo kaming pagkaitan ng freedom na pumili sino gusto naming presidente!! 🤨 https://t.co/6dfiXGKIXS,Negative,Hate,['1476035447767724040'],,,,
@Casper15361548 @mharvzolivarez Tanga! Comelec may hawak hindi si Dennis Uy kung makabintang to kala mo may ebidensya cguro pg si Leni tawagin mong tanga klarong klaro hahaha,Negative,Hate,['1473460590152945667'],,,,
@ginoong_revira As far as I know yung GMA mas marami nakakanod don kaysa abs. Lol ang oa nyo talagang anak ni leni can't wait mag eleksyon na,Negative,Hate,['1473229621936095233'],,,,
Lawyers for Leni are bunch of mini me tyrants! I will remove all political posters outside COMELEC'S common poster areas. Letsugas kayo @lawyersforleni  para kayong mga diktador. Manalo muna ang manok ninyo bago kayo umasta na parang siga,Negative,Hate,['1471681992483762177'],,,,
@Mang_INASAR Wow paano mo nalaman na Diyos ang nagpanalo kay Leni last election? Hahahaha,Negative,Hate,['1473913517065797633'],,,,
"I am not against Leni Robredo, in fact I voted her last 2016 election. Simula ng maging kritiko siya ng Pangulo, i was 🤮. Di niya ata alam ang roles and responsibilities niya! And now, she is against sa NTF-ELCAC and Anti-terrorism law!",Negative,Hate,['1471493488634068994'],,,,
"galit na galit ang mga dds kay Vp Leni, e matagal na yan tumutulong, may kalamidad man o wala. Dun kayo sa mga epal, na siguradong magtatago, kung hindi lang sila tumatakbo sa eleksyon.",Negative,Hate,['1472792000113954817'],,,,
tapos tuwang tuwa kayo kay sandro zyrus marcos dahil gwapo?? I do not find him gwapo at all. Nagdouble shade na nga noong last election.🙄🙄🙄 https://t.co/0II0mtnrPR,Negative,Hate,['1470536214759772163'],,,,
"@oklengbuleng24 @oklengbuleng24  @Vagnarok1  @BMarcos_2022  @musikerong   Ate Osleng ,  napaka hina naman ng radar mo , eh alam nating lahat dinaya si BBM last election ,  Nabulgar ang Comelec at heto nilabas ang Video , see imbestigasyon nila - malinaw po yan https://t.co/6XQwlGqcus",Negative,Hate,['1474227934558711810'],,,,
@rex_albufera Huli din lagi sa survey c ma'am Leni last 2016 pero ano result ng election di ba winner?,Positive,Non-hate,['1471408540418211840'],,,,
"@dozZ3h_Vbril @Sanggre_ At yung mga madalas manira ay ung mga empleyado dn ng mga boss nilang oligarchs. Ung mga totoong mayayaman, wala na pakialam yan sa election kasi stable na buhay nila, kahit magpalit ng liderato wala paki mga yan. Ung mga boss nila takot, damay na dn cla kasi mwawlan cla trabaho.",Negative,Hate,['1471526253039865857'],,,,
"@mmagnifyinglens @franticfranz @SpadeAndMoon @jacquemanabat @angkas Hahaha wala pang election and yet youre so sure about the result. Baka mag 2016 part 2 na naman. Mag protest ka na naman. Iyak ka na naman. Uwu kawawa kayo gahahaha.
Don't be so sure you dimwit hahahah",Negative,Hate,['1468879754883665924'],,,,
Tumanggi ang COMELEC na kilalanin ang petisyon na ideklarang ‘nuisance candidate’ si presidential aspirant Ferdinand ‘Bongbong’ Marcos Jr. Kasalukuyan din ang pagresolba sa anim pang kaso na isinampa laban kay BBM. https://t.co/AqcZlaR5f9,Neutral,Non-hate,['1472069509338959875'],,,,
"Nagbabasa ka ng balita sa May 2022 pagkatapos ng eleksyon. Ang mga headline:

President-elect Leni Robredo prepares for inauguration speech

Incumbent vice president and president-elect Leni Robredo reveals plans to curb new COVID variant, Sigma

Ganda pakinggan. Magtiwala 💖",Positive,Non-hate,['1472240561570533376'],,,,
@magimgicsarap COMELEC beware! Magkakagulo talaga at magkaroon ng BLOODSHEDS kung magkadayaan sa ELECTION...AT KAYO ANG NASA DULO NG GALIT NG TAUMBAYAN...,Negative,Hate,['1473555741298413568'],,,,
"@melskienuds @CrushMajor Kailangan nating matanong dyan si Andres Bautista para malaman ang katotohanan nuong 2016 election.
By the way, nasaan na nga pala yung mga bomoto kay Leni nuong 2016.
Kailangan na ng tulong nila sa Survey.🤣😂🤓🤪",Negative,Hate,['1473618869776699394'],,,,
@nayangab yuck! @COMELEC anu ito? palakasan? o my abutan?,Negative,Hate,['1476852739649183747'],,,,
@j_legaste Sure ako sa election day BBM pa din iboboto nun. Nakulitan lang yun sa inyo.,Positive,Non-hate,['1472472307977584645'],,,,
"@JiBotzky @Supercrusty1 BAGONG SENATORS ANG ILAGAY NATIN MAY NAGAWA PARA SA BANSA HINDI CORRUPT, DOON LANG MAGIGING MAGAND ANG PAMAMALAKAD SA SENADO , PRRD ANG SENATE PRESIDENT KAYA YARI NA ANG MGA CORRUPT NA OFFICIALS😊💗 HAPPY LANG KAMI SA PAG UNLAD NG PILIPINAS BBM SDC ELECTION 2022❤️💚🇵🇭✌️👊🎉🎉",Positive,Non-hate,['1470814037634338816'],,,,
@meeemooosssaPhD Bakit marami din akong kilala na BBM organizers na galit na galit kay Duterte since 2016 pa. Bakit daw di nakikialam c Duterte sa protest ni BBM sa comelec. Gusto pa nilang gawing diktador si Pangulo. Alam naman nilang ndependent Ang COMELEC,Negative,Hate,['1473661238945198085'],,,,
"@theone1234568 Ikaw tapos naba election?

Not anymore.😂
BBM - 53% vs Leni - 20%",Negative,Hate,['1474268334556278787'],,,,
"@cnnphilippines Asked if Gov Bong Lacson committed to support her in 2022, Robredo: Hindi po pulitika 'yung aking sadya ngayon. Hindi po namin pinag-usapan nila Gov, nila Mayor, Vice Mayor kung ano ‘yung susuportahan during the election. ‘Yung pinakasadya ko lang po talaga mapaabot ‘yung tulong.",Neutral,Non-hate,['1473220424389382145'],,,,
@oskeetv Greedy ksi sila dahil  yng idol nila natalo n Leni lugaw noong 2016 election parehas lng nmn ang mindset Ng loyalistang tanso at trolls Ng dilawan 😂😂😂,Negative,Hate,['1470934103130537986'],,,,
@lianbuan @TedTe @rapplerdotcom @COMELEC Takot po ba kayo na i-disqualify sya or something else??? Like favor??,Negative,Hate,['1472828194159955968'],,,,
@Michael550265 @PhilstarNews Talaga ba? Kahit check mo nung mga nakaraang bayo wala pang election ganyan na ginagawa ni leni,Positive,Non-hate,['1471684012301512705'],,,,
KAHITANONG GAWIN NI MANAY LENI ROBREDO HINDI KANA MAKAKAPANGDAYA PA DAHIL ANG MAKAKALABAN MO MAMAMAYAN PILIPINO AT.BABALA SA COMELEC AYOSIN NINYO PAGDATING NG ELECTION.DAHIL BUKING NA KAYO.,Negative,Hate,['1471445213520732164'],,,,
"Pagberipika ng Comelec sa YouTube accounts ng kandidato, suportado ni Senator Lacson https://t.co/hnCGOo9fXM via @RMNNetworks",Neutral,Non-hate,['1473125907321655297'],,,,
