text,sentiment,label
kapag natalo eleksyon mag-aaply daw abs-cbn field reporter total basura naman katol network eh sama sama silang lahat,Negative,Hate
alai diktador pagkatalo vp election election protest electoral tribunal recount talo naman dahil suporter diktador mga obs obs,Negative,Hate
sino totoong tumulong mga nasalanta bagyong ulysses back cause i've witness immediate help during this crisis ngayong maraming kandidato dahil,Positive,Non-hate
yung puwede naman dumating yung tulong kahit walang presensya pero punta malapit eleksyon kailangan makita nag turn-over local city government pera relief goods hinayaang magbigay nasasakupan walang pulitika,Negative,Hate
inanyayahan presidential aspirant kaniyang kapwa kandidato tatakbo eleksyon magtulungan para mga pilipinong nasalanta bagyong tumugon dito vp kanilang tweets via eloisa vergara photo paquiao twitter,Neutral,Non-hate
come lahat pwede eedit maniwala mga kasama dahil gawain lahat hawak edited nagtataka meron daw mga dq case bakit naisampa comelec dahil pure hearsay pwede korte edited video,Negative,Hate
magpahinga wala talagang panalo gusto tao tunay disente hindi fake.iyak fake tagal tapos dahil election wala mauuto sori,Negative,Hate
watched bbm's vlog regarding election protest hinarang evidences last malinaw sikat araw dinaya talaga,Negative,Hate
hndi sinama comelec smartmatic sinama tiyak smartmatic comelec totoo election maski lugar natalo dahil magic,Negative,Hate
senyo tatalunin lugaw election alam tao drama abscbn meralco lahat alipores amuyong uto-uto paligid lugaw wala power yellowtae pinklawan magtiis ulet kayo taon,Negative,Hate
hanggang ngyon tax problema bakit lahat ttakbo election inbestigahan tungkol tax pra fair diba takot takot tlga ky tlga,Negative,Hate
paglumabas totoong resulta halalan sakaling natalo sasabihin supporters dinaya naman kandidato natin,Negative,Hate
manood vlog ginagawa niya tlagang tumulong kahit hindi eleksyon.may camera wala..ako nagulat yolanda nandon pala siya.batangas putok bulkan nandon siya?si mama mga panahon yon?mga dilawan noon,Negative,Hate
nagtataka bakit nung election walang nagpapadq bbm...kasi kakampink comelec smartmajic yun dahilan kaya nanalo,Negative,Hate
sinetch itey takot maupo dahil malalaman bahong tinatago niya ngyare noong eleksyon,Negative,Hate
ginagawa takot kyo,Negative,Hate
"jcpunongbayad was mathematical formula robredo's x40=1,600...lahat kasalanan comelec nagkaroon vice president utak ewan...flood strong water current electric current...philippine archipelago islands nalang",Negative,Hate
"prosperous abundant this coming election support only president vice president pangilinan,tapat maglilingkod para sambayanang higit lahat hindi magnanakaw dahil takot panginoong diyos",Positive,Non-hate
evidence kayo bakit galit galit kayo eh samantalang chief pc ebidensya kayo magpapatunay direct sinabi fem papatay,Negative,Hate
yyp..npakagaling nyu kamangmangan..yuck,Negative,Hate
okay sana kung files nina comelec comm rowena guanzon dir jimenez na-compromise eh voters information nadale baka araw eleksyon yung mga patay nakaboto bigla ano'ng,Negative,Hate
mga mang-mang gaya walang alam mga ganyang bagay dayunyor tuwang-tuwa mga trolls niya kasi kahit duraan gaguhin insultuhin gawin silang tanga nagpalakpakan,Negative,Hate
galit resulta desisyon comelec ipakita bigyang tuldok mga nakaririmarim gagago ginagawa nanakaw mamatay tao kasama mga enablers,Negative,Hate
kaya pala takot takot kayo mga kakampinks hahahahaa cancel cancel election hahahahahaga krazy,Negative,Hate
how pathetic spread fake news isang bayaran yuck ka..utak naghehello kabobohan,Negative,Hate
nag saken then bigla niyang niremoved diko alam kung bakit inistalk kakampink pala hahahahahahahahaha tinignan niya siguro wall nakita niyang election,Negative,Hate
iyak kna haha file ulit kayo haha,Negative,Hate
walang takot humarap tao debate kasi sya'y tapat matalino walang tinatago unlike nagtatago comelec jessica soho kase sinungaling bobong marunong sumagot,Positive,Non-hate
saying duwag pero takot kayong eleksyon eh sinong duwag,Negative,Hate
hala potangina mga tao dito tanggap natalo bobong last election they still believe nandaya kaloka pano ulit nanalo iyak siguro tong mga,Negative,Hate
maging agit tapos bahagi sumn sumn leni's kasi eleksyon pwede ilabas galit naman pwede mag-side armed struggle kasi ireredtag mga non-violence peeps ending tuloy lahat inaaway pinapakielaman dito twitter,Negative,Hate
wla kasi photo ngtatago ilalim,Negative,Hate
disgust this overwhelming nakakasuka lahat nalang pinepeke pati resibo evidence comelec,Negative,Hate
mga takot iyang mga nakaupong commissioners comelec mga retire daw patulugin para yung papalit kanila humawak,Negative,Hate
tawa lng kayo mga tingnan natin after election,Negative,Hate
pfft recto univ tax zoom evader magnanakaw icc nido boy milo dictator kriminal vindicated alam yuck pekeng,Negative,Hate
kyo idelette dito dahil mga hashtag mga bastos kami inamin nagppadelette kyo mga account kayo mga duwag amin.ayaw nyong lumaban patas.kayo mga,Negative,Hate
wala talaga alam yung vp wala alam nangyayari nung malapit election bigla tumalino,Negative,Hate
pano kayo ipaglalaban bleng-bleng eh comelec hearing interview takot gising cult members,Negative,Hate
bitter taong nagpapaniwala dya samantala nakaraan election nilampaso kabila paninira nya dakilang sinungalng galit kuno magnanakaw pero tumatanggap suhol pabalikin senado tuta oligarchs,Negative,Hate
hindi kami takot makalaban vp eleksyon dahil natalo vp noon kayang kaya naming ipanalo ulit okay magkaharap ulit para masaya laban,Positive,Non-hate
mga mahal best effort naman till very last election have ready too kung sakaling malasin vp ibuhos natin lahat gawin natin lahat makakaya mahal natin bansa eh,Positive,Non-hate
haha aabot eleksyon takot umattend hearing mong adik hahaha,Negative,Hate
not worth can't just see through his actions ayaw dumalonsa comelec proceeding tapos not attend interview awarded journalist dahil nagisa noon jessica takot humarap kaawa-awang wala ngang diploma wala tapang,Negative,Hate
ba't aabot years buwan lalabas kaagad yung dq duterte-controlled comelec affirmed majority duterte-appointed sikwat kaagad kailangan driver's seat protect him from icc cases here machiavellian,Negative,Hate
ilabas nya kung sinong senator yun investigation kung wala syang sasabihin puro sindak lng lahat senators file case laban kanya pero mga dilawan senatord sure kampi nya,Negative,Hate
tanga kasi iyak iyak madami kasalanan soooo patunayan apela comelec nagbabase socmed rants members pink kulto,Negative,Hate
bakit public option reply freedom sino question private account feeling entitled kasing dilawan mga desperado garapalan noh takot takot alternative pagiging garapal feel naman namin desperation,Negative,Hate
search account symbol nakakahiya nanaman toh kakamfenk sasabihan naman kayo itigil sirang sira katangahan kampo nya partisan judge position yuck disbar that shit,Negative,Hate
alam storya nian..niluluto lockdown uli habang buong mundo normal para tigil election..akala nika hindi ikudeta galit kanila,Negative,Hate
weh anu sinisinghot ilatag muh bakit ayaw magpa drug test nagdalawang isip takot anu dahilan nya nalang hindi nagpasa drug result common sense daba kagaya lhat ginawa meron moon seenzz,Negative,Hate
mga basurang dq binabato knila..yung lng last chance niyo yung smart magic ginawa niyo last election iyak kayo mga pinklawan kasing bobo niyo dun kayo account niya magtambay dito,Negative,Hate
dinelete dahil report mga dilawan troll farm naman silence kahit ilang ulit report kaya kami chill kayo tong nag rereport kala naman takot kami other account naman kami pagod dahil,Negative,Hate
kung confident kayo mananalo issue dq case takot,Negative,Hate
yun either bayaran takot mga drug pusher candidate pinalulusot mga,Negative,Hate
dark days panahon cory dark days hour brownout for many weeks nung tapos naka-kandila nung mag-count election fvr kaya nanalo over miriam tapos cardinal better light candle than curse dark katawa-tawa,Negative,Hate
hahaha lutang bakt kyo iyak kayo nanalo fb million lng ngalang twist nationwide kyo iiyak masanay kayo inihahanda mga feeling baka kasi bigte kyo after election kapalmuks kyo caravan palang olats nakyo,Negative,Hate
bakit kami gigil gigil here's checklist,Negative,Hate
luhhb hindi galit kasi naman nag exist politics masama loob mga taong nagpapaloko isang manloloko remember hearing biglang nagkasakit pero after hearing nagpainterview jeske kayo,Negative,Hate
takot masira almost decades narrative against marcoses nangyari goodbye lahat political careers mga dilawan fenks mga media kaya gagawin lahat lahat makakaya stop victory come election,Negative,Hate
hindi naman siguro dahil takot f2f exchange before comelec's guanzon,Neutral,Non-hate
takot yata comm.guanzon kya intay nya magretire apir comelec mauutal naman sagot kya apir wid mababaw alibi,Negative,Hate
mukhang gusto retire bangungot hahahahaha commishunga matanda kana pahalata inggit galit kumakalaykay pagkatao napaka loyal naman dilawan dilawan hindi loyal sayo hahahahha,Negative,Hate
"lahat ggawin na,pero fact gigil gigil kayo dq bbm,you hell!!!!,judgement election let's just see,lhat gigil takot takot election kaya doing they demolished bbm,sorry lng wait lng",Negative,Hate
dahil malapit national election ansaya siguro kung ggv kuleeeeet meme mga aspirants,Positive,Non-hate
true coming from him hindi required mga candidates umattend mga debates pero ngyon required bigla mean good thing required pra malinwagan mga botante sana maging consistent,Negative,Hate
kaya galit doon dating presidente kasi hindi namatay time eleksyon para magamit wrong timing,Negative,Hate
says wife then comelec chair during alleged electoral fraud isang buwang black nhng bilangan tapos tinalo fvr mds haha malamang hindi golden for kasi nung maupo cory nabiyayaan kayo mansion bigla forbes,Negative,Hate
yung mga authenticated links valid sources galit nilalabanan mga fake news dahil hinahati niyan sinisira bansa pasensya dami links,Negative,Hate
facts first podcast episode christian esguerra hahahaha spicy sana usapan kung kasama cong walden isama niyo debates pls dahil mahalaga candidacy,Positive,Non-hate
gogo mula mga tumatakbong presidente ayaw mga galit sigaw ayaw comelec commisioner dilawan umano sigaw ayaw bugbog,Negative,Hate
kaya nilagay dyan news cnn philippines bahala pumili source slow naman dali latag resibo puro tawa wala naman ebidensya,Negative,Hate
halimbawa mga makakati dila puro magnanakaw cnsb halimbawa nyan kapwa kandidato kung pagsalitaan jaya galit sayo ipaoadama galit atbtyak luluha kayong maganak after election kakanin mga cnb,Negative,Hate
isang galit galit kayo isang kesyo kesyo ganun ganito raw tinanong naba mga sarili after edsa kung matitino hinalal nyong pampalit kasi pagkakaalm puro balasubas pinalit,Negative,Hate
takot comelec,Negative,Hate
aunt mom were video call kanina napagusapan yung election aunt said kapag nanalo mar/cos mapapabuti n'ya sitwasyon ipagdasal natin diyos looked them with disgust answered sino diyos n'ya satanas,Negative,Hate
sure basta hindi madaling manghusga kapwa base lamang naririnig hindi perpekto pero hindi tulad mapanghusga kapwa punong galit,Negative,Hate
ramdam,Negative,Hate
random thoughts nagising bigla yung kanta isip yung kapangyarihan magkakaroon kaya mv for this before election pablo ka5iyahansapaglisan songs playlist,Neutral,Non-hate
iyak kakampwet,Negative,Hate
typical bobo nakita post batak walang research search account symbol nakakahiya nanaman toh kakamfenk sasabihan naman kayo itigil sirang sira katangahan kampo nya partisan judge position yuck disbar that shit,Negative,Hate
batong pinag daanan also hinarap eh absent comelec ayaw painterview ayaw labas saln gigil moko eh,Negative,Hate
kapitbahay comelec hearing natakot zoomicron debates naman takot katwiran vah,Negative,Hate
cong atienza maraming pulitiko naaalala lamang mahihirap kapag eleksyon it's about time break chain deceit chain corruption deprivation better life for filipinos bec political insincerity takot galawin mayayaman,Neutral,Non-hate
utter pradesh election owaisi vs munawwar rana sumaya rana join via,Neutral,Non-hate
guys ready ating busy president pinupukol mga trolls dahil kanyang walang sawang pagtulong mga hindi takot interviews hindi gumagawa alibi para hindi makadalo yun nagpauso zoomicron kamote talaga,Positive,Non-hate
takot kayo mananalo this election kaya pinapadisqualify whatever happened freedom choice vote,Negative,Hate
pero mukhang pumapabor mga ginagawang protesta laban upang huwag matuloy eleksyon kapag nagkataon isang taon ulit prrd bilang pangulo,Neutral,Non-hate
takot see binigyan verdict sabagay sanay naman kayo dyan magaling kayo comelec mga batas magaling kayo diba,Negative,Hate
law professor haciendero comelec commissioner pero basura ugali bakit naghihikahos magtrabaho gobyerno dahil gawain mong mangurap magnanakaw galit kapwa magnanakaw kung anuman natapos tinuturo basurera,Negative,Hate
